table,0.598421454,2.198351145,0.691779673,-0.000533148,-0.002022678,-0.741943538,-0.670459092
cup_red,-1.0829252,0.152918756,1.568927288,0.013541885,0.013839003,-0.079189591,-0.996671498
laiva_shelf,-1.136094809,-0.05948754,0.8084988,0.00525674,-0.003641699,0.690236866,-0.723555207
vesken_shelf,0.692323804,-0.262828499,0.483095676,0.005102929,0.004098365,-0.004467359,-0.999968648
plate_blue,-1.144264102,-0.211164892,1.536502481,-0.005584584,0.011557695,-0.54272455,-0.839812696
jug,-1.112523317,-0.195189714,1.331474781,0.008472986,0.00409201,0.994700253,0.102386378
plate_green,-1.137574434,-0.011488769,1.533984423,-0.0228654,0.001077479,-0.682092369,-0.730907798
plate_red,-1.122356057,-0.168623418,0.832758904,-0.002590557,-0.001593673,-0.86379081,-0.503841341
cup_green,-1.107549906,-0.011187942,1.215681195,0.004896187,-0.011231054,-0.81100738,-0.584907651
cup_blue,-1.133961916,0.042780511,0.865647197,-0.007143242,-0.002559343,0.85919416,-0.511593342
red_chair,-0.477925748,0.812384725,0.354626358,-0.443088382,0.54265815,0.545973599,-0.459464759
cup_pink,-1.145327687,0.15592958,1.217793226,0.002618185,0.001817248,-0.205415159,-0.978669763
plate_pink,-1.124567389,0.065787129,0.48005262,0.006314345,-0.000337917,0.981889069,0.189351141
bowl,-1.119747639,-0.190787822,0.54253453,-0.707329035,-0.011526113,0.012983074,-0.706671298
blue_chair,0.563596964,0.745898902,0.349600285,-0.506221831,0.496023357,0.505010784,-0.492609948
