table,0.5984413623809814,2.198336362838745,0.6917069554328918,-0.0005004090489819646,-0.0020931146573275328,-0.74229496717453,-0.6700698733329773
cup_red,-1.1246755123138428,0.12218807637691498,1.5693944692611694,0.010680567473173141,0.016441892832517624,-0.18676862120628357,-0.9822083115577698
laiva_shelf,-1.1360926628112793,-0.05949603393673897,0.8085044026374817,0.005320976488292217,-0.003692806698381901,0.6903529167175293,-0.7234437465667725
vesken_shelf,0.6934570670127869,-0.26230132579803467,0.48303890228271484,0.004876695107668638,0.0042920405976474285,-0.0016231974586844444,-0.9999776482582092
plate_blue,-1.1126563549041748,0.11614789068698883,0.8301623463630676,0.020161453634500504,-0.006662996020168066,0.9706201553344727,0.23967835307121277
jug,0.676864504814148,-0.2656005918979645,1.0761034488677979,0.003186797956004739,0.006227216217666864,0.9946804642677307,0.10277154296636581
plate_green,-1.1083791255950928,-0.21580109000205994,1.5348706245422363,-0.0053638676181435585,0.018948368728160858,0.24014447629451752,-0.9705373644828796
plate_red,-1.1465274095535278,-0.02172146737575531,1.536563754081726,0.004361171741038561,-0.0007839328027330339,0.03339223191142082,-0.9994325041770935
cup_green,-1.1308385133743286,-0.07967990636825562,1.216230034828186,-0.00514263054355979,-0.0017090670298784971,0.8610414862632751,-0.5085060000419617
cup_blue,-1.1264145374298096,0.0380362942814827,1.2185243368148804,-0.010654413141310215,0.006927744951099157,0.991243302822113,-0.1314356029033661
red_chair,0.5136570334434509,0.7339667677879333,0.35573506355285645,-0.3951788544654846,0.5787443518638611,0.5832585692405701,-0.4107288420200348
cup_pink,-1.1198782920837402,-0.23639032244682312,0.8675666451454163,0.008370650932192802,0.0012384551810100675,0.5772444605827332,-0.8165276646614075
plate_pink,-1.112323522567749,-0.09395226836204529,0.831585168838501,0.010862124152481556,-0.001466857036575675,0.9743965864181519,-0.22456887364387512
bowl,0.6734621524810791,-0.25806498527526855,0.6954694986343384,-0.5039015412330627,-0.5014398694038391,-0.47989892959594727,-0.514138400554657
blue_chair,-0.43397676944732666,0.8162078857421875,0.4164620041847229,-0.5374066233634949,0.38125893473625183,0.4394911229610443,-0.6104780435562134
